"appid","name","owners","owners_variance","players_forever","players_forever_variance","players_2weeks","players_2weeks_variance","average_forever","average_2weeks","median_forever","median_2weeks","price"
384630,"Aviary Attorney",18184,3484,14687,3131,531,1039,514,787,271,787,1049
331920,"Airline Tycoon Deluxe",17135,3382,14687,3131,1592,1800,470,214,195,262,399
201010,"Geneforge 5",94417,7939,14512,3113,0,0,380,0,46,0,599
464540,"Colosse",46509,5572,14512,3113,1043,1020,8,6,6,7,0
216290,"Gateways",40914,5226,14512,3113,0,0,842,0,36,0,499
466270,"Half-Life: A Place in the West",36368,4928,14512,3113,1748,1080,17,12,8,15,0
472060,"Ortus Regni",42138,5304,14512,3113,0,0,68,0,19,0,0
290040,"Retro Game Crunch",40565,5204,14512,3113,525,591,148,9,58,9,99
291450,"Smugglers 5",33920,4759,14512,3113,531,1039,592,212,173,212,299
313360,"The Maker's Eden",27976,4322,14512,3113,0,0,114,0,75,0,314
291270,"Vitrum",26577,4212,14512,3113,0,0,196,0,163,0,49
463040,"Experience",22031,3835,14512,3113,699,683,183,111,210,148,49
340320,"Sinless",26052,4171,14512,3113,1049,837,215,323,214,423,49
338530,"Trouble In The Manor",21506,3789,14512,3113,1304,1140,157,162,145,232,49
414920,"Corgi Warlock",20282,3680,14512,3113,525,591,199,119,202,119,74
466890,"Z.I.O.N.",18359,3501,14512,3113,2448,1278,357,286,393,362,499
440650,"Niche - a genetics survival game",15212,3187,14512,3113,3672,1565,415,257,150,123,1899
425720,"Cloudlands : VR Minigolf",16610,3330,14512,3113,1304,1140,94,77,47,112,1399
355410,"Radium",22555,3881,14512,3113,531,734,161,16,151,16,74
248330,"Dino Run DX",19758,3632,14512,3113,874,764,302,48,122,64,203
13630,"Tom Clancy's Ghost Recon: Island Thunder",92669,7865,14337,3094,0,0,472,0,21,0,169
257630,"Blast Em!",109105,8534,14337,3094,0,0,340,0,7,0,149
337850,"Avernum 2: Crystal Souls",87773,7655,14337,3094,699,683,1320,23,82,34,999
343800,"Shadowgate: MacVenture Series",71338,6901,14337,3094,0,0,109,0,74,0,74
9710,"Desperados 2: Cooper's Revenge",63644,6518,14337,3094,512,1003,322,1,31,1,249
25620,"Eschalon: Book 2",48433,5686,14337,3094,531,1039,780,1,203,1,669
11050,"Dracula: Origin",46509,5572,14337,3094,0,0,238,0,63,0,249
467380,"Khimera: Destroy All Monster Girls",50706,5818,14337,3094,782,883,52,63,11,124,0
6270,"Ducati World Championship",41264,5249,14337,3094,0,0,16,0,5,0,124
471630,"Rexodus: A VR Story Experience",50881,5828,14337,3094,1825,1349,11,5,8,6,0
349680,"Supercharged Robot VULKAISER",38991,5102,14337,3094,0,0,348,0,123,0,249
493440,"Thanatos",37767,5021,14337,3094,0,0,80,0,20,0,0
414660,"Vampire Legends: The True Story of Kisilova",30948,4546,14337,3094,699,683,218,168,215,171,319
340360,"Tomb of Tyrants",21157,3758,14337,3094,0,0,354,0,178,0,319
290710,"Cloud Chamber",24653,4057,14337,3094,0,0,197,0,132,0,1499
360590,"Once Bitten, Twice Dead!",22730,3896,14337,3094,0,0,494,0,230,0,499
538590,"Sleeping Valley",25877,4157,14337,3094,1748,1080,171,211,130,279,99
341060,"The Lady",22730,3896,14337,3094,512,1003,146,88,119,88,99
306950,"Heroes & Legends: Conquerors of Kolhar",24479,4043,14337,3094,0,0,459,0,229,0,249
342610,"HyperRogue",22905,3911,14337,3094,512,1003,171,82,121,82,299
415480,"Hyperdevotion Noire: Goddess Black Heart",22555,3881,14337,3094,1564,1249,569,39,211,57,699
531640,"Eternal Card Game",20807,3727,14337,3094,14337,3094,415,415,140,140,0
393980,"Pretty Girls Mahjong Solitaire",18883,3551,14337,3094,0,0,549,0,278,0,149
424000,"Project Pulsation",18883,3551,14337,3094,1574,1025,366,287,390,328,499
202690,"Hegemony Gold: Wars of Ancient Greece",17834,3451,14337,3094,0,0,1111,0,346,0,374
400800,"MXGP2 â€“ The Official Motocross Videogame",14862,3150,14337,3094,1923,1133,1033,73,599,46,1399
99200,"YOU DON'T KNOW JACK",16261,3295,14337,3094,521,721,277,19,116,19,0
321410,"Command: Modern Air / Naval Operations WOTY",16086,3277,14337,3094,1923,1133,1893,171,326,96,2589
305960,"Dragon The Game",15387,3205,14337,3094,531,1039,91,1,36,1,1799
13620,"Tom Clancy's Ghost Recon: Desert Siege",94243,7932,14163,3075,0,0,412,0,14,0,169
461820,"Legionwood: Tale of the Two Swords",47034,5604,14163,3075,512,1003,172,1,25,1,0
319270,"Great Permutator",31822,4609,14163,3075,0,0,121,0,68,0,104
32140,"Midnight Mysteries: The Edgar Allan Poe Conspiracy",30423,4507,14163,3075,512,1003,271,33,205,33,999
478980,"Mansions of Madness",32871,4685,14163,3075,3129,1766,206,106,34,117,0
300340,"Lemma",25003,4086,14163,3075,0,0,245,0,188,0,1004
418040,"hocus",24304,4028,14163,3075,2098,1183,90,75,47,76,49
354920,"Pester",23604,3970,14163,3075,1043,1020,203,42,191,62,74
265790,"Residue: Final Cut",32522,4660,14163,3075,512,1003,420,14,156,14,149
373390,"Contradiction - the all-video murder mystery adventure",25353,4114,14163,3075,512,1003,364,112,370,112,999
485410,"Alien Run",27276,4267,14163,3075,1224,904,183,152,207,214,49
296280,"TownCraft",21856,3820,14163,3075,512,1003,455,3,178,3,999
293520,"Carnivores: Dinosaur Hunter Reborn",25353,4114,14163,3075,521,721,325,20,132,20,1499
344440,"Sacra Terra: Angelic Night",22555,3881,14163,3075,796,899,525,220,232,261,113
262590,"Chucks Challenge 3D",20982,3743,14163,3075,512,1003,402,93,80,93,99
283040,"Paper Dungeons",21157,3758,14163,3075,1061,1469,277,291,265,338,899
292060,"Final Hours of Titanfall",16785,3348,14163,3075,531,1039,16,6,7,6,199
351040,"Moonrise",18009,3467,14163,3075,0,0,781,0,371,0,0
270010,"Time Rifters",16436,3313,14163,3075,1304,1140,459,82,138,123,399
467930,"SMASHING THE BATTLE",15561,3223,14163,3075,525,591,87,11,49,11,719
322680,"BLACKHOLE",20457,3696,14163,3075,1592,1800,439,123,181,185,305
396890,"Gridworld",15387,3205,14163,3075,0,0,226,0,68,0,99
442500,"Age Of Gladiators",14687,3131,14163,3075,699,683,561,113,236,117,699
2545,"RIP 2: Strike Back",145123,9842,13988,3056,521,721,277,1159,9,1159,99
206060,"Avernum 6",82703,7431,13988,3056,0,0,543,0,63,0,149
316480,"Shadow Puppeteer",63120,6492,13988,3056,0,0,63,0,17,0,1499
33770,"Drakensang The River of Time",41264,5249,13988,3056,874,764,1116,587,257,621,474
291050,"Planet Stronghold",34270,4783,13988,3056,0,0,244,0,152,0,1272
210150,"Pole Position 2012",26926,4240,13988,3056,531,1039,414,1,111,1,599
313140,"Blackbay Asylum",25703,4142,13988,3056,531,1039,160,5,94,5,199
264520,"Moebius: Empire Rising",25703,4142,13988,3056,512,1003,472,147,319,147,374
404690,"This Book Is A Dungeon",28500,4362,13988,3056,1304,1140,290,72,138,108,59
394280,"Dark Heritage: Guardians of Hope",27101,4254,13988,3056,0,0,253,0,216,0,299
263960,"Wyv and Keep: The Temple of the Lost Idol",23954,3999,13988,3056,782,883,221,61,189,79,1499
356420,"Interloper",21157,3758,13988,3056,531,1039,161,825,44,825,299
391340,"Ferrum's Secrets: where is grandpa?",21856,3820,13988,3056,531,734,255,69,254,69,49
463550,"Neon Space ULTRA",21157,3758,13988,3056,796,899,167,40,209,47,179
417880,"Everybody's Gone to the Rapture",17834,3451,13988,3056,512,1003,219,62,158,62,1999
208860,"Mad Riders",20982,3743,13988,3056,521,721,143,7,35,7,499
256390,"MotoGP14",16785,3348,13988,3056,2123,1468,697,813,165,1201,299
374030,"Virginia",16785,3348,13988,3056,699,683,109,88,109,119,669
412050,"HordeZ",15736,3241,13988,3056,1399,966,601,2054,69,2062,1999
347670,"Karate Master 2 Knock Down Blow",15736,3241,13988,3056,0,0,193,0,166,0,299
491950,"Orwell",17310,3399,13988,3056,9442,2511,201,180,165,131,999
356430,"Chris Sawyer's Locomotion",16960,3365,13988,3056,782,883,466,374,126,528,299
332490,"Battle Fleet 2",15561,3223,13988,3056,1748,1080,1675,868,498,982,1499
297290,"Detective Case and Clown Bot in: Murder in the Hotel Lisbon",51580,5868,13813,3037,0,0,237,0,227,0,149
259700,"Dead Sky",32172,4635,13813,3037,0,0,69,0,38,0,74
346210,"Garden Rescue",27101,4254,13813,3037,1399,966,172,124,174,227,259
336090,"Sky Mercenaries",24129,4014,13813,3037,0,0,140,0,138,0,249
73190,"Pride of Nations",27276,4267,13813,3037,531,1039,1349,14,147,14,699
432470,"Magdalena",22730,3896,13813,3037,874,764,191,187,204,208,29
420000,"Home Design 3D",25703,4142,13813,3037,1224,904,146,21,27,38,199
33620,"Crash Time III",23430,3955,13813,3037,531,734,316,14,107,14,124
15230,"Blazing Angels 2: Secret Missions of WWII",21856,3820,13813,3037,512,1003,296,1,50,1,249
303680,"FATE: The Traitor Soul",18359,3501,13813,3037,1043,1020,543,128,155,131,799
204390,"Pineapple Smash Crew ",24479,4043,13813,3037,0,0,100,0,48,0,999
16620,"Monster Trucks Nitro",17485,3417,13813,3037,0,0,149,0,101,0,1799
380580,"SpaceCorn",18359,3501,13813,3037,0,0,152,0,174,0,49
325520,"Fire",20457,3696,13813,3037,512,1003,165,51,175,51,249
343280,"Zotrix",20457,3696,13813,3037,512,1003,200,127,185,127,649
429620,"Dungeon Rushers",14687,3131,13813,3037,3497,1528,534,429,236,431,1004
97130,"Kohan II: Kings of War",20282,3680,13813,3037,0,0,741,0,302,0,999
296730,"Viktor",21331,3774,13813,3037,531,734,438,173,146,173,79
29670,"Aion Collectors Edition",19583,3616,13813,3037,0,0,1141,0,60,0,0
409590,"Kingdoms",16960,3365,13813,3037,2098,1183,184,190,101,225,599
295990,"Evopollution",16436,3313,13813,3037,0,0,454,0,172,0,499
339580,"Ember",17135,3382,13813,3037,2798,1366,376,277,127,238,499
265970,"Worlds of Magic",16610,3330,13813,3037,796,899,2423,87,140,159,689
371520,"Bounty Train",15037,3168,13813,3037,1061,1469,898,236,251,436,1249
290530,"Clandestine",17660,3434,13813,3037,2972,1408,235,152,189,171,999
394450,"Warhammer 40,000: Deathwatch - Enhanced Edition",16610,3330,13813,3037,1564,1249,752,127,346,191,1499
445110,"Tasty Planet: Back for Seconds",14337,3094,13813,3037,1327,1161,262,578,202,579,599
422900,"Particle Fleet: Emergence",15212,3187,13813,3037,2972,1408,1022,560,722,471,1349
94620,"Hector: Ep 3",273286,13504,13638,3017,531,1039,214,283,210,283,679
378480,"Badland Bandits",61721,6419,13638,3017,0,0,69,0,11,0,0
324760,"Monster Truck Destruction",59623,6309,13638,3017,1537,1737,47,15,13,20,99
209230,"Sherlock Holmes and The Hound of The Baskervilles",40215,5182,13638,3017,0,0,342,0,305,0,249
371900,"Pillar",39166,5114,13638,3017,531,1039,426,2380,203,2380,239
6400,"Joint Task Force",33046,4697,13638,3017,531,734,1333,6371,309,6371,399
58300,"System Protocol One",26052,4171,13638,3017,0,0,160,0,47,0,0
283020,"The Campaign Series: Fall Weiss",32522,4660,13638,3017,531,1039,197,14,146,14,374
215450,"Transcripted",30074,4481,13638,3017,512,1003,165,915,64,915,639
262850,"The Journey Down: Chapter Two",29899,4468,13638,3017,1537,1737,226,106,229,115,549
259830,"Wooden Sen'SeY",31298,4571,13638,3017,0,0,175,0,87,0,299
333760,"Vintage Year",23779,3984,13638,3017,531,1039,464,176,104,176,299
446540,"Smash Up",22031,3835,13638,3017,1399,966,282,146,24,209,0
406870,"Eventide: Slavic Fable",25178,4100,13638,3017,699,683,285,166,212,186,399
246800,"BeatBlasters III",19933,3648,13638,3017,0,0,125,0,57,0,89
315070,"Blob From Space",18709,3534,13638,3017,0,0,213,0,183,0,367
349950,"GunWorld",20107,3664,13638,3017,531,1039,452,225,128,225,99
251390,"Call of Cthulhu: The Wasted Land",19233,3583,13638,3017,0,0,205,0,110,0,0
325790,"Fallen: A2P Protocol",20107,3664,13638,3017,0,0,177,0,48,0,1499
458730,"Conception II: Children of the Seven Stars",17485,3417,13638,3017,1748,1080,617,67,383,95,1199
312720,"Khet 2.0",18534,3518,13638,3017,531,1039,232,13,165,13,249
403180,"Draw a Stickman: EPIC 2",15387,3205,13638,3017,1049,837,434,355,209,696,99
257080,"Tiny Thief",17135,3382,13638,3017,0,0,381,0,151,0,0
333300,"ADOM (Ancient Domains Of Mystery)",14687,3131,13638,3017,1049,837,1320,657,683,1089,1349
331560,"Mechanik Maszyn Rolniczych 2015",14862,3150,13638,3017,1043,1019,399,45,230,60,0
345440,"Vapour",20982,3743,13638,3017,531,1039,221,326,226,326,199
363360,"Interstellar Rift",13988,3056,13638,3017,512,1003,639,247,215,247,1124
322460,"Winning Post 8 2015",13988,3056,13638,3017,1399,966,27959,625,15699,874,0
221790,"Renaissance Heroes",88648,7693,13463,2998,0,0,94,0,37,0,0
370910,"Kathy Rain",69764,6825,13463,2998,3847,1602,188,136,133,108,749
202860,"Real Warfare 2: Northern Crusades",46684,5583,13463,2998,525,591,212,50,99,50,174
394130,"Water Bears VR",56825,6159,13463,2998,531,1039,27,6,1,6,799
289480,"The Tomorrow War",44411,5445,13463,2998,531,1039,357,388,136,388,101
207000,"Alien Spidy",46859,5593,13463,2998,531,1039,1085,17748,16,17748,249
299910,"Forgotten Myths CCG",48433,5686,13463,2998,531,734,133,5,14,5,0
297350,"The Old City: Leviathan",35844,4892,13463,2998,531,1039,143,1,54,1,149
335690,"dUpLicity ~Beyond the Lies~",20107,3664,13463,2998,0,0,194,0,169,0,224
388620,"DungeonUp",26052,4171,13463,2998,1043,1020,212,84,183,94,49
348340,"Siege Wars",19233,3583,13463,2998,782,883,241,399,241,419,49
384550,"Painters Guild",18534,3518,13463,2998,1025,1418,237,729,159,1429,749
530890,"Haydee",14337,3094,13463,2998,2972,1408,215,49,119,39,1004
214100,"Rigonauts",18184,3484,13463,2998,0,0,143,0,67,0,999
319280,"Yatagarasu Attack on Cataclysm",14687,3131,13463,2998,796,899,270,21,151,38,974
315670,"Raiden III Digital Edition",19933,3648,13463,2998,2050,2006,71,16,28,26,199
344740,"CRYPTARK",16086,3277,13463,2998,1224,904,328,214,122,383,989
421030,"Catch Me",15037,3168,13463,2998,1025,1418,207,26,99,51,599
306490,"Railroad Pioneer",17310,3399,13463,2998,0,0,509,0,91,0,124
8350,"Strong Bad Episode 2: Strong Badia the Free",169427,10634,13288,2978,512,1003,424,120,156,120,0
500810,"Arcanum",56126,6121,13288,2978,1748,1080,383,162,52,67,401
320520,"Oscura: Lost Light",32871,4685,13288,2978,531,1039,468,1,161,1,349
295250,"Stranded",23255,3940,13288,2978,531,1039,143,1,60,1,99
261680,"Journal",24129,4014,13288,2978,531,1039,129,106,116,106,249
335190,"200% Mixed Juice!",24653,4057,13288,2978,521,721,240,202,212,202,349
279580,"Devil's Dare",20982,3743,13288,2978,531,1039,168,79,154,79,999
384310,"Dead In Bermuda",23080,3925,13288,2978,521,721,508,97,333,97,749
406080,"Ant War: Domination",20107,3664,13288,2978,699,683,202,50,166,58,50
209340,"Ride to Hell: Retribution",17660,3434,13288,2978,0,0,173,0,84,0,0
467460,"ZombieRush",19408,3600,13288,2978,1049,837,168,148,188,172,0
251410,"Dark Matter",20282,3680,13288,2978,512,1003,410,23,90,23,199
333210,"Kaiju-A-GoGo",19233,3583,13288,2978,699,683,610,223,292,270,195
298400,"Knightmare Tower",17135,3382,13288,2978,0,0,249,0,192,0,135
293900,"Pivvot",18009,3467,13288,2978,0,0,648,0,160,0,249
316930,"Kings of Kung Fu",17485,3417,13288,2978,0,0,146,0,53,0,149
273390,"Substance Painter",14163,3075,13288,2978,874,764,3225,190,731,191,0
314070,"Super Mega Baseball: Extra Innings",15037,3168,13288,2978,1304,1140,1034,228,379,206,599
304580,"Cityconomy",13813,3037,13288,2978,1224,904,291,70,187,81,999
447940,"Strayed",105783,8403,13114,2959,521,721,11,2,4,2,399
303470,"Rush for Glory",63819,6527,13114,2959,0,0,270,0,32,0,1099
354870,"Reckless Ruckus",64344,6554,13114,2959,0,0,183,0,10,0,0
407090,"Heroes and Titans: Online",51755,5878,13114,2959,0,0,533,0,95,0,0
49810,"CreaVures",42838,5348,13114,2959,531,1039,314,2316,18,2316,99
319140,"Xeodrifter",30598,4520,13114,2959,531,1039,113,38,97,38,69
3530,"Amazing Adventures Around the World",26926,4240,13114,2959,1061,1469,678,32,357,64,249
263100,"9.03m",28850,4389,13114,2959,0,0,16,0,15,0,49
288930,"The Charnel House Trilogy",27451,4281,13114,2959,0,0,171,0,197,0,109
466790,"PixBit",21506,3789,13114,2959,1062,1038,188,119,210,156,49
292240,"SPY Fox 2: Some Assembly Required",27976,4322,13114,2959,1049,837,140,53,95,90,279
318130,"Doom & Destiny",18709,3534,13114,2959,699,683,485,1119,311,1132,499
412770,"Boogeyman",17310,3399,13114,2959,796,899,85,56,46,61,349
20700,"Starscape",19058,3567,13114,2959,0,0,299,0,70,0,249
269330,"Chronology",24479,4043,13114,2959,521,721,150,56,111,56,169
342970,"Survivors",17485,3417,13114,2959,1025,1418,175,18,124,30,99
251810,"Leadwerks Game Engine",17310,3399,13114,2959,782,883,1727,676,117,1345,1859
496500,"Moon Colonization Project",16261,3295,13114,2959,1748,1080,234,209,264,247,89
337270,"Ostrich Island",16610,3330,13114,2959,0,0,102,0,73,0,249
90100,"Hegemony: Philip of Macedon",16610,3330,13114,2959,0,0,926,0,351,0,0
292990,"NOBUNAGA'S AMBITION: Souzou (Traditional Chinese version)",13988,3056,13114,2959,1049,837,3897,390,1287,471,1949
269290,"liteCam Game: 100 FPS Game Capture",13813,3037,13114,2959,874,764,1710,614,615,1053,524
353090,"Chicken Invaders 5",13114,2959,13114,2959,1061,1469,520,44,289,87,249
308270,"Buzz Aldrin's Space Program Manager",13463,2998,13114,2959,531,1039,737,451,574,451,1399
238110,"Arcane Saga Online",289197,13891,12939,2939,0,0,142,0,4,0,0
278490,"Aveyond: Gates of Night",134632,9480,12939,2939,0,0,46,0,9,0,199
292160,"UFO: Aftermath",68715,6773,12939,2939,0,0,632,0,135,0,135
98900,"Alien Hallway",42663,5337,12939,2939,0,0,153,0,93,0,249
474030,"The Abbey of Crime Extensum",47908,5656,12939,2939,782,883,23,42,10,53,0
478960,"Clickteam Fusion 2.5 Free Edition",39690,5148,12939,2939,874,764,77,305,3,602,0
438480,"Rock 'N' Roll Defense",26227,4185,12939,2939,796,899,251,85,247,138,49
399120,"Prospekt",17834,3451,12939,2939,1062,1470,362,31,187,46,249
302950,"Heileen 1: Sail Away",18009,3467,12939,2939,0,0,136,0,75,0,401
338190,"Just Get Through",20807,3727,12939,2939,531,1039,150,15,92,15,249
352220,"King of Dragon Pass",15736,3241,12939,2939,521,721,536,181,309,181,599
379980,"Panzermadels: Tank Dating Simulator",16086,3277,12939,2939,1062,1470,228,16,174,32,499
403940,"Dungelot : Shattered Lands",17310,3399,12939,2939,1062,1470,488,44,346,66,499
263260,"Motor Rock",14862,3150,12939,2939,531,1039,247,7,157,7,0
329970,"KeeperRL",14163,3075,12939,2939,699,683,456,285,228,488,1169
242360,"Football Manager 2014 Korean",13463,2998,12939,2939,1061,1469,29579,1302,21722,1849,0
308173,"Hegemony III: Clash of the Ancients",15037,3168,12939,2939,1049,837,1156,420,464,557,699
